NodeID,Focused_or_Related,Chinese_Name,English_Name,Pinyin_Name,YOB,YOB_ReferenceA,YOB_ReferenceB,YOB_ReferenceC,YOD,YOD_ReferenceA,YOD_ReferenceB,YOD_ReferenceC,Dialect_Group_Chinese,Dialect_Group_English,Node_Size,Hometown_in_Details_Chinese,Hometown_in_Details_English,Search_by_Place_of_Origin_Chinese,Search_by_Place_of_Origin_English,Search_by_Place_of_Birth_Chinese,Search_by_Place_of_Birth_English,NLB_Link,Reference1,Reference1Link,Reference2_Chinese,Reference2_English,Reference2Link,Reference2_Complete_Index1,Reference2_Short_Index 2
372,Related,李荣元,Nil,Li Rongyuan,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
373,Related,陈振,Nil,Chen Zhen,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
374,Related,陈浩盛,Nil,Chen Haosheng,Nil,Nil,Nil,Nil,1824,Nil,Nil,Nil,潮,Teochew,1,广东省潮州,"Chaozhou, Guangdong Province",广东,Guangdong,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
375,Related,张友,Nil,Zhang You,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
376,Related,黄文元,Nil,Huang Wenyuan,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
377,Related,陈祀柏,Nil,Chen Sibai,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
378,Related,陈周锦,Nil,Chen Zhoujin,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
379,Related,陈合隆,Nil,Chen Helong,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
380,Related,李碧云,Nil,Li Biyun,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,马六甲,Malacca,马六甲,Malacca,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
381,Related,佘应瑾,Nil,She Yingjin,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
382,Related,陈佛元,Nil,Chen Foyuan,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
383,Related,陈昭彬,Nil,Chen Zhaobin,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省海澄县（今属龙海县）,"Haicheng County, Fujian Province (Now at Longhai County)",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
384,Related,潘春阳,Nil,Pan Chunyang,1851,1852,1853,1854,1913,Nil,Nil,Nil,潮,Teochew,1,广东,Guangdong,广东,Guangdong,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
385,Related,刘孝钦,Nil,Liu Xiaoqin,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,潮,Teochew,1,广东省潮安县,"Chao'an County, Guangdong Province",广东,Guangdong,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
386,Related,阿武峇卡,Nil,Awubaka,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
387,Related,陈振贤,Nil,Chen Zhenxian,1894,1895,1896,1897,1965,Nil,Nil,Nil,潮,Teochew,1,广东省潮安县,"Chao'an County, Guangdong Province",广东,Guangdong,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
388,Related,林德义,Nil,Lin Deyi,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
389,Related,黄阿舍,Nil,Huang Ashe,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
390,Related,阿尔伯特王子,Nil,Aerbote Wangzi,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,英国,United Kingdom,英国,United Kingdom,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
391,Related,乔治王子,Nil,Qiaozhi Wangzi,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,英国,United Kingdom,英国,United Kingdom,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
392,Related,朱惠琳,Nil,Zhu Huilin,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
393,Related,陈先进,Nil,Chen Xianjin,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
394,Related,邱国瓦,Nil,Qiu Guowa,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省海澄县（今属龙海县）,"Haicheng County, Fujian Province (Now at Longhai County)",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
395,Related,郑螺生,Nil,Zheng Luosheng,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省同安县,"Tong'an County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
396,Related,林金殿,Nil,Lin Jindian,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省同安县,"Tong'an County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
397,Related,胡先愿,Nil,Hu Xianyuan,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省同安县,"Tong'an County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
398,Related,黄庆昌,Nil,Huang Qingchang,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省金门县,"Jinmen County, Fujian Province",福建,Fujian,古晋,Kuching,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
399,Related,黄卓善,Nil,Huang Zhuoshan,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
400,Related,王丙丁,Nil,Wang Bingding,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省金门县,"Jinmen County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
401,Related,林斐,Nil,Lin Fei,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省晋江县,"Jinjiang County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
402,Related,陈祯祥,Nil,Chen Zhenxiang,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省厦门市,"Xiamen City, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
403,Related,康乐公爵,Nil,Kangle Gongjue,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
404,Related,戴板鹗,Nil,Dai Bane,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省漳浦县,"Zhangpu County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
405,Related,蔡南,Nil,Cai Nan,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省南安县,"Nan'an County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
406,Related,陈金殿,Nil,Chen Jindian,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
407,Related,洪金捷,Nil,Hong Jinjie,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
408,Related,佘怀德,Nil,She Huaide,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
409,Related,佘德秀,Nil,She Dexiu,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
410,Related,温振周,Nil,Wen Zhenzhou,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
411,Related,林顶合,Nil,Lin Dinghe,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
412,Related,戴山交,Nil,Dai Shanjiao,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省漳浦县,"Zhangpu County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
413,Related,戴文通,Nil,Dai Wentong,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省漳浦县,"Zhangpu County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
414,Related,陈允洛,Nil,Chen Yunluo,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省晋江县,"Jinjiang County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
415,Related,李厚基,Nil,Li Houji,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
416,Related,吴氏,Nil,Wushi,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省南安县,"Nan'an County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
417,Related,傅紫曦,Nil,Fu Zixi,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省南安县,"Nan'an County, Fujian Province",福建,Fujian,南安,Nan'an,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
418,Related,傅紫祯,Nil,Fu Zizhen,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省南安县,"Nan'an County, Fujian Province",福建,Fujian,南安,Nan'an,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
419,Related,傅紫礼,Nil,Fu Zili,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省南安县,"Nan'an County, Fujian Province",福建,Fujian,南安,Nan'an,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
420,Related,刘韵仙,Nil,Liu Yunxian,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,三江,Sam Kiang,1,江西,Jiangxi,江西,Jiangxi,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
421,Related,傅超人,Nil,Fu Chaoren,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省南安县,"Nan'an County, Fujian Province",福建,Fujian,新加坡,Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
422,Related,傅超贤,Nil,Fu Chaoxian,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省南安县,"Nan'an County, Fujian Province",福建,Fujian,新加坡,Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
423,Related,傅继慈,Nil,Fu Jici,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省南安县,"Nan'an County, Fujian Province",福建,Fujian,新加坡,Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
424,Related,巴素,Nil,Basu,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
425,Related,米勒,Nil,Mile,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
426,Related,郭可培,Nil,Guo Kepei,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省福清县,"Fuqing County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
427,Related,郭玉英,Nil,Guo Yuying,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省福清县,"Fuqing County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
428,Related,郭成瑞,Nil,Guo Chengrui,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省福清县,"Fuqing County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
429,Related,黄重吉,Nil,Huang Chongji,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
430,Related,许生理,Nil,Xu Shengli,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
